p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_0031862,http://purl.obolibrary.org/obo/MP_0003928,Increased heart rate variability (HPO),increased heart rate variability (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031861,http://purl.obolibrary.org/obo/MP_0003929,Decreased heart rate variability (HPO),decreased heart rate variability (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011054,http://purl.obolibrary.org/obo/MP_0003931,Agenesis of molar (HPO),absent molars (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031409,http://purl.obolibrary.org/obo/MP_0003945,Abnormal lymphocyte physiology (HPO),abnormal lymphocyte physiology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0032367,http://purl.obolibrary.org/obo/MP_0003968,Abnormal growth hormone level (HPO),abnormal growth hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030345,http://purl.obolibrary.org/obo/MP_0003969,Abnormal circulating luteinizing hormone level (HPO),abnormal luteinizing hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040086,http://purl.obolibrary.org/obo/MP_0003970,Abnormal prolactin level (HPO),abnormal prolactin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031097,http://purl.obolibrary.org/obo/MP_0003971,Abnormal thyroid-stimulating hormone level (HPO),abnormal thyroid-stimulating hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030760,http://purl.obolibrary.org/obo/MP_0003985,Renal fibrosis (HPO),renal fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002634,http://purl.obolibrary.org/obo/MP_0003991,Arteriosclerosis (HPO),arteriosclerosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002069,http://purl.obolibrary.org/obo/MP_0003997,Generalized tonic-clonic seizures (HPO),tonic-clonic seizures (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004890,http://purl.obolibrary.org/obo/MP_0004012,Elevated pulmonary artery pressure (HPO),increased pulmonary artery pressure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001561,http://purl.obolibrary.org/obo/MP_0004020,Polyhydramnios (HPO),polyhydramnios (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040012,http://purl.obolibrary.org/obo/MP_0004028,Chromosome breakage (HPO),chromosome breakage (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002647,http://purl.obolibrary.org/obo/MP_0004044,Aortic dissection (HPO),aortic dissection (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031196,http://purl.obolibrary.org/obo/MP_0004057,Thin myocardium compact layer (HPO),thin myocardium compact layer (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030718,http://purl.obolibrary.org/obo/MP_0004062,Right atrial enlargement (HPO),dilated heart right atrium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031595,http://purl.obolibrary.org/obo/MP_0004070,Abnormal P wave (HPO),abnormal P wave (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002339,http://purl.obolibrary.org/obo/MP_0004078,Abnormal caudate nucleus morphology (HPO),abnormal caudate nucleus morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031982,http://purl.obolibrary.org/obo/MP_0004079,Abnormal putamen morphology (HPO),abnormal putamen morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002453,http://purl.obolibrary.org/obo/MP_0004081,Abnormal globus pallidus morphology (HPO),abnormal globus pallidus morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004303,http://purl.obolibrary.org/obo/MP_0004087,Abnormal muscle fiber morphology (HPO),abnormal muscle fiber morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0006704,http://purl.obolibrary.org/obo/MP_0004111,Abnormal coronary artery morphology (HPO),abnormal coronary artery morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002900,http://purl.obolibrary.org/obo/MP_0004119,Hypokalemia (HPO),hypokalemia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030853,http://purl.obolibrary.org/obo/MP_0004133,Heterotaxy (HPO),heterotaxia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001257,http://purl.obolibrary.org/obo/MP_0004143,Spasticity (HPO),muscle hypertonia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008682,http://purl.obolibrary.org/obo/MP_0004154,Acute tubular necrosis (HPO),renal tubular necrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011611,http://purl.obolibrary.org/obo/MP_0004157,Interrupted aortic arch (HPO),interrupted aortic arch (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012020,http://purl.obolibrary.org/obo/MP_0004158,Right aortic arch (HPO),right aortic arch (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011590,http://purl.obolibrary.org/obo/MP_0004159,Double aortic arch (HPO),double aortic arch (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011588,http://purl.obolibrary.org/obo/MP_0004161,Cervical aortic arch (HPO),cervical aortic arch (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005344,http://purl.obolibrary.org/obo/MP_0004181,Abnormal carotid artery morphology (HPO),abnormal carotid artery morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010944,http://purl.obolibrary.org/obo/MP_0004194,Abnormal renal pelvis morphology (HPO),abnormal kidney pelvis morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100792,http://purl.obolibrary.org/obo/MP_0004241,Acantholysis (HPO),acantholysis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011970,http://purl.obolibrary.org/obo/MP_0004254,Cerebral amyloid angiopathy (HPO),cerebral amyloid angiopathy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000278,http://purl.obolibrary.org/obo/MP_0004282,Retrognathia (HPO),retrognathia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031000,http://purl.obolibrary.org/obo/MP_0004329,Vestibular saccular degeneration (HPO),vestibular saccular degeneration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000894,http://purl.obolibrary.org/obo/MP_0004337,Short clavicles (HPO),clavicle hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010317,http://purl.obolibrary.org/obo/MP_0004341,Scapular aplasia (HPO),absent scapula (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000882,http://purl.obolibrary.org/obo/MP_0004343,Hypoplastic scapulae (HPO),small scapula (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002984,http://purl.obolibrary.org/obo/MP_0004355,Hypoplasia of the radius (HPO),short radius (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003022,http://purl.obolibrary.org/obo/MP_0004359,Hypoplasia of the ulna (HPO),short ulna (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100616,http://purl.obolibrary.org/obo/MP_0004478,Testicular teratoma (HPO),increased testicular teratoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100614,http://purl.obolibrary.org/obo/MP_0004510,Myositis (HPO),myositis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000458,http://purl.obolibrary.org/obo/MP_0004512,Anosmia (HPO),anosmia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010667,http://purl.obolibrary.org/obo/MP_0004539,Aplasia of the maxilla (HPO),absent maxilla (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000327,http://purl.obolibrary.org/obo/MP_0004540,Hypoplasia of the maxilla (HPO),small maxilla (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040116,http://purl.obolibrary.org/obo/MP_0004541,Aplasia of the Eustachian tube (HPO),absent auditory tube (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000347,http://purl.obolibrary.org/obo/MP_0004592,Micrognathia (HPO),small mandible (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002948,http://purl.obolibrary.org/obo/MP_0004609,Vertebral fusion (HPO),vertebral fusion (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008479,http://purl.obolibrary.org/obo/MP_0004610,Hypoplastic vertebral bodies (HPO),small vertebrae (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002948,http://purl.obolibrary.org/obo/MP_0004612,Vertebral fusion (HPO),fusion of vertebral bodies (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002953,http://purl.obolibrary.org/obo/MP_0004626,Vertebral compression fractures (HPO),vertebral compression (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030304,http://purl.obolibrary.org/obo/MP_0004643,Abnormal number of vertebrae (HPO),abnormal vertebrae number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100891,http://purl.obolibrary.org/obo/MP_0004678,Bifid xiphoid process (HPO),split xiphoid process (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009900,http://purl.obolibrary.org/obo/MP_0004699,Unilateral deafness (HPO),unilateral deafness (MPO),lexical
http://purl.obolibrary.org/obo/HP_0500166,http://purl.obolibrary.org/obo/MP_0004730,Abnormal circulating gastrin level (HPO),abnormal circulating gastrin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000405,http://purl.obolibrary.org/obo/MP_0004739,Conductive hearing impairment (HPO),conductive hearing loss (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000407,http://purl.obolibrary.org/obo/MP_0004740,Sensorineural hearing impairment (HPO),sensorineural hearing loss (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000410,http://purl.obolibrary.org/obo/MP_0004741,Mixed hearing impairment (HPO),mixed hearing loss (MPO),lexical
http://purl.obolibrary.org/obo/HP_0006560,http://purl.obolibrary.org/obo/MP_0004839,Biliary hyperplasia (HPO),bile duct hyperplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007670,http://purl.obolibrary.org/obo/MP_0004844,Abnormal vestibulo-ocular reflex (HPO),abnormal vestibuloocular reflex (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012114,http://purl.obolibrary.org/obo/MP_0004868,Endometrial carcinoma (HPO),increased endometrial carcinoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010650,http://purl.obolibrary.org/obo/MP_0004870,Hypoplasia of the premaxilla (HPO),small premaxilla (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005273,http://purl.obolibrary.org/obo/MP_0004872,Absent nasal septal cartilage (HPO),absent nasal septum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030684,http://purl.obolibrary.org/obo/MP_0004891,Abnormal adiponectin level (HPO),abnormal adiponectin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030686,http://purl.obolibrary.org/obo/MP_0004892,Increased adiponectin level (HPO),increased adiponectin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030685,http://purl.obolibrary.org/obo/MP_0004893,Decreased adiponectin level (HPO),decreased adiponectin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000362,http://purl.obolibrary.org/obo/MP_0004897,Otosclerosis (HPO),otosclerosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011123,http://purl.obolibrary.org/obo/MP_0004947,Inflammatory abnormality of the skin (HPO),skin inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002797,http://purl.obolibrary.org/obo/MP_0004992,Osteolysis (HPO),increased bone resorption (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001880,http://purl.obolibrary.org/obo/MP_0005011,Eosinophilia (HPO),increased eosinophil cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031891,http://purl.obolibrary.org/obo/MP_0005012,Decreased eosinophil count (HPO),decreased eosinophil cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100827,http://purl.obolibrary.org/obo/MP_0005013,Lymphocytosis (HPO),increased lymphocyte cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001888,http://purl.obolibrary.org/obo/MP_0005016,Lymphopenia (HPO),decreased lymphocyte cell number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100806,http://purl.obolibrary.org/obo/MP_0005044,Sepsis (HPO),sepsis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001977,http://purl.obolibrary.org/obo/MP_0005048,Abnormal thrombosis (HPO),abnormal thrombosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001879,http://purl.obolibrary.org/obo/MP_0005061,Abnormal eosinophil morphology (HPO),abnormal eosinophil morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012437,http://purl.obolibrary.org/obo/MP_0005084,Abnormal gallbladder morphology (HPO),abnormal gallbladder morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031379,http://purl.obolibrary.org/obo/MP_0005094,Abnormal T cell proliferation (HPO),abnormal T cell proliferation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000610,http://purl.obolibrary.org/obo/MP_0005098,Abnormal choroid morphology (HPO),abnormal optic choroid morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008034,http://purl.obolibrary.org/obo/MP_0005102,Abnormal iris pigmentation (HPO),abnormal iris pigmentation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000870,http://purl.obolibrary.org/obo/MP_0005124,Increased circulating prolactin concentration (HPO),increased circulating prolactin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031098,http://purl.obolibrary.org/obo/MP_0005134,Decreased thyroid-stimulating hormone level (HPO),decreased thyroid-stimulating hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002925,http://purl.obolibrary.org/obo/MP_0005135,Increased thyroid-stimulating hormone level (HPO),increased thyroid-stimulating hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031380,http://purl.obolibrary.org/obo/MP_0005153,Abnormal B cell proliferation (HPO),abnormal B cell proliferation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002067,http://purl.obolibrary.org/obo/MP_0005156,Bradykinesia (HPO),bradykinesia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001360,http://purl.obolibrary.org/obo/MP_0005157,Holoprosencephaly (HPO),holoprosencephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000027,http://purl.obolibrary.org/obo/MP_0005159,Azoospermia (HPO),azoospermia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000790,http://purl.obolibrary.org/obo/MP_0005161,Hematuria (HPO),hematuria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031189,http://purl.obolibrary.org/obo/MP_0005162,Wrist drop (HPO),carpoptosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009914,http://purl.obolibrary.org/obo/MP_0005163,Cyclopia (HPO),cyclopia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000204,http://purl.obolibrary.org/obo/MP_0005170,Cleft upper lip (HPO),cleft upper lip (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031212,http://purl.obolibrary.org/obo/MP_0005184,Abnormal circulating progesterone level (HPO),abnormal circulating progesterone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000054,http://purl.obolibrary.org/obo/MP_0005188,Micropenis (HPO),small penis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030260,http://purl.obolibrary.org/obo/MP_0005188,Microphallus (HPO),small penis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002754,http://purl.obolibrary.org/obo/MP_0005190,Osteomyelitis (HPO),osteomyelitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000553,http://purl.obolibrary.org/obo/MP_0005197,Abnormal uvea morphology (HPO),abnormal uvea morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001254,http://purl.obolibrary.org/obo/MP_0005202,Lethargy (HPO),lethargy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012630,http://purl.obolibrary.org/obo/MP_0005203,Abnormal trabecular meshwork morphology (HPO),abnormal trabecular meshwork morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100257,http://purl.obolibrary.org/obo/MP_0005230,Ectrodactyly (HPO),ectrodactyly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001126,http://purl.obolibrary.org/obo/MP_0005242,Cryptophthalmos (HPO),cryptophthalmos (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012151,http://purl.obolibrary.org/obo/MP_0005243,Hemothorax (HPO),hemothorax (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011851,http://purl.obolibrary.org/obo/MP_0005244,Hemopericardium (HPO),hemopericardium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000498,http://purl.obolibrary.org/obo/MP_0005251,Blepharitis (HPO),blepharitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000486,http://purl.obolibrary.org/obo/MP_0005254,Strabismus (HPO),strabismus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000577,http://purl.obolibrary.org/obo/MP_0005255,Exotropia (HPO),exotropia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000565,http://purl.obolibrary.org/obo/MP_0005256,Esotropia (HPO),esotropia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012632,http://purl.obolibrary.org/obo/MP_0005257,Abnormal intraocular pressure (HPO),abnormal intraocular pressure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007906,http://purl.obolibrary.org/obo/MP_0005258,Ocular hypertension (HPO),ocular hypertension (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000589,http://purl.obolibrary.org/obo/MP_0005262,Coloboma (HPO),coloboma (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000096,http://purl.obolibrary.org/obo/MP_0005264,Glomerulosclerosis (HPO),glomerulosclerosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009911,http://purl.obolibrary.org/obo/MP_0005272,Abnormal temporal bone morphology (HPO),abnormal temporal bone morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002508,http://purl.obolibrary.org/obo/MP_0005277,Brainstem dysplasia (HPO),abnormal brainstem morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003107,http://purl.obolibrary.org/obo/MP_0005278,Abnormal circulating cholesterol concentration (HPO),abnormal cholesterol homeostasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030050,http://purl.obolibrary.org/obo/MP_0005279,Narcolepsy (HPO),narcolepsy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000581,http://purl.obolibrary.org/obo/MP_0005287,Blepharophimosis (HPO),narrow eye opening (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001952,http://purl.obolibrary.org/obo/MP_0005293,Glucose intolerance (HPO),impaired glucose tolerance (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040270,http://purl.obolibrary.org/obo/MP_0005293,Impaired glucose tolerance (HPO),impaired glucose tolerance (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031095,http://purl.obolibrary.org/obo/MP_0005296,Abnormal humerus morphology (HPO),abnormal humerus morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003298,http://purl.obolibrary.org/obo/MP_0005297,Spina bifida occulta (HPO),spina bifida occulta (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000011,http://purl.obolibrary.org/obo/MP_0005302,Neurogenic bladder (HPO),neurogenic bladder (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001698,http://purl.obolibrary.org/obo/MP_0005312,Pericardial effusion (HPO),pericardial effusion (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010626,http://purl.obolibrary.org/obo/MP_0005315,Anterior pituitary agenesis (HPO),absent pituitary gland (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001332,http://purl.obolibrary.org/obo/MP_0005323,Dystonia (HPO),dystonia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001541,http://purl.obolibrary.org/obo/MP_0005324,Ascites (HPO),ascites (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012100,http://purl.obolibrary.org/obo/MP_0005328,Abnormal circulating creatinine level (HPO),abnormal circulating creatinine level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001662,http://purl.obolibrary.org/obo/MP_0005333,Bradycardia (HPO),decreased heart rate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012112,http://purl.obolibrary.org/obo/MP_0005345,Abnormal circulating corticosterone level (HPO),abnormal circulating corticosterone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000252,http://purl.obolibrary.org/obo/MP_0005352,Microcephaly (HPO),small cranium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003045,http://purl.obolibrary.org/obo/MP_0005353,Abnormal patella morphology (HPO),abnormal patella morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040129,http://purl.obolibrary.org/obo/MP_0005403,Abnormal nerve conduction velocity (HPO),abnormal nerve conduction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0040078,http://purl.obolibrary.org/obo/MP_0005405,Axonal degeneration (HPO),axon degeneration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031005,http://purl.obolibrary.org/obo/MP_0005407,Hyperalgesia (HPO),hyperalgesia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001010,http://purl.obolibrary.org/obo/MP_0005408,Hypopigmentation of the skin (HPO),hypopigmentation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012334,http://purl.obolibrary.org/obo/MP_0005414,Extrahepatic cholestasis (HPO),extrahepatic cholestasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001406,http://purl.obolibrary.org/obo/MP_0005415,Intrahepatic cholestasis (HPO),intrahepatic cholestasis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010876,http://purl.obolibrary.org/obo/MP_0005416,Abnormal circulating protein level (HPO),abnormal circulating protein level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000973,http://purl.obolibrary.org/obo/MP_0005421,Cutis laxa (HPO),loose skin (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011001,http://purl.obolibrary.org/obo/MP_0005422,Increased bone mineral density (HPO),osteosclerosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002789,http://purl.obolibrary.org/obo/MP_0005426,Tachypnea (HPO),tachypnea (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011854,http://purl.obolibrary.org/obo/MP_0005435,Hemoperitoneum (HPO),hemoperitoneum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031508,http://purl.obolibrary.org/obo/MP_0005468,Abnormal thyroid hormone level (HPO),abnormal thyroid hormone level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031505,http://purl.obolibrary.org/obo/MP_0005475,Abnormal circulating thyroxine level (HPO),abnormal circulating thyroxine level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031506,http://purl.obolibrary.org/obo/MP_0005477,Increased circulating thyroxine level (HPO),increased circulating thyroxine level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031507,http://purl.obolibrary.org/obo/MP_0005478,Decreased circulating thyroxine level (HPO),decreased circulating thyroxine level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005506,http://purl.obolibrary.org/obo/MP_0005481,Chronic myelogenous leukemia (HPO),increased chronic myelocytic leukemia incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001894,http://purl.obolibrary.org/obo/MP_0005505,Thrombocytosis (HPO),thrombocytosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000554,http://purl.obolibrary.org/obo/MP_0005515,Uveitis (HPO),uveitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012214,http://purl.obolibrary.org/obo/MP_0005527,Increased glomerular filtration rate (HPO),increased renal glomerular filtration rate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012213,http://purl.obolibrary.org/obo/MP_0005528,Decreased glomerular filtration rate (HPO),decreased renal glomerular filtration rate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002045,http://purl.obolibrary.org/obo/MP_0005534,Hypothermia (HPO),decreased body temperature (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011496,http://purl.obolibrary.org/obo/MP_0005542,Corneal neovascularization (HPO),corneal vascularization (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000531,http://purl.obolibrary.org/obo/MP_0005544,Corneal crystals (HPO),corneal deposits (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011506,http://purl.obolibrary.org/obo/MP_0005546,Choroidal neovascularization (HPO),choroidal neovascularization (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012213,http://purl.obolibrary.org/obo/MP_0005558,Decreased glomerular filtration rate (HPO),decreased creatinine clearance (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025548,http://purl.obolibrary.org/obo/MP_0005561,Increased mean corpuscular hemoglobin concentration (HPO),increased mean corpuscular hemoglobin (MPO),lexical
http://purl.obolibrary.org/obo/HP_0032231,http://purl.obolibrary.org/obo/MP_0005562,Hypochromia (HPO),decreased mean corpuscular hemoglobin (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031969,http://purl.obolibrary.org/obo/MP_0005566,Reduced blood urea nitrogen (HPO),decreased blood urea nitrogen level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002152,http://purl.obolibrary.org/obo/MP_0005568,Hyperproteinemia (HPO),increased circulating total protein level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012864,http://purl.obolibrary.org/obo/MP_0005578,Abnormal sperm morphology (HPO),teratozoospermia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012379,http://purl.obolibrary.org/obo/MP_0005584,Abnormal enzyme/coenzyme activity (HPO),abnormal enzyme/coenzyme activity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003010,http://purl.obolibrary.org/obo/MP_0005606,Prolonged bleeding time (HPO),increased bleeding time (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025546,http://purl.obolibrary.org/obo/MP_0005640,Abnormal mean corpuscular hemoglobin concentration (HPO),abnormal mean corpuscular hemoglobin concentration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025548,http://purl.obolibrary.org/obo/MP_0005641,Increased mean corpuscular hemoglobin concentration (HPO),increased mean corpuscular hemoglobin concentration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025547,http://purl.obolibrary.org/obo/MP_0005642,Decreased mean corpuscular hemoglobin concentration (HPO),decreased mean corpuscular hemoglobin concentration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012245,http://purl.obolibrary.org/obo/MP_0005652,Sex reversal (HPO),sex reversal (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002269,http://purl.obolibrary.org/obo/MP_0006009,Abnormality of neuronal migration (HPO),abnormal neuronal migration (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002206,http://purl.obolibrary.org/obo/MP_0006050,Pulmonary fibrosis (HPO),pulmonary fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011536,http://purl.obolibrary.org/obo/MP_0006061,Right atrial isomerism (HPO),right atrial isomerism (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000023,http://purl.obolibrary.org/obo/MP_0006077,Inguinal hernia (HPO),inguinal hernia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004404,http://purl.obolibrary.org/obo/MP_0006078,Abnormal nipple morphology (HPO),abnormal nipple morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001700,http://purl.obolibrary.org/obo/MP_0006085,Myocardial necrosis (HPO),myocardium necrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0045082,http://purl.obolibrary.org/obo/MP_0006086,Decreased body mass index (HPO),decreased body mass index (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031418,http://purl.obolibrary.org/obo/MP_0006087,Increased body mass index (HPO),increased body mass index (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030999,http://purl.obolibrary.org/obo/MP_0006089,Abnormal vestibular saccule morphology (HPO),abnormal vestibular saccule morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004947,http://purl.obolibrary.org/obo/MP_0006093,Arteriovenous fistula (HPO),arteriovenous malformation (MPO),lexical
